Date,Maker,Model,Quantity
1811-08-25,Henry Lever,model_3,283
1811-08-26,Henry Lever,model_3,258
1811-08-27,Henry Lever,model_3,265
1811-08-28,Henry Lever,model_3,278
1811-08-29,Henry Lever,model_3,315
1811-08-30,Henry Lever,model_3,338
1811-08-31,Henry Lever,model_3,348
1811-09-01,Henry Lever,model_3,338
1811-09-02,Henry Lever,model_3,322
1811-09-03,Henry Lever,model_3,329
1811-09-04,Henry Lever,model_3,311
1811-09-05,Henry Lever,model_3,300
1811-09-06,Henry Lever,model_3,298
1811-09-07,Henry Lever,model_3,308
1811-09-08,Henry Lever,model_3,310
1811-09-09,Henry Lever,model_3,309
1811-09-10,Henry Lever,model_3,307
1811-09-11,Henry Lever,model_3,307
1811-09-12,Henry Lever,model_3,312
1811-09-13,Henry Lever,model_3,308
1811-09-14,Henry Lever,model_3,301
1811-09-15,Henry Lever,model_3,304
1811-09-16,Henry Lever,model_3,294
1811-09-17,Henry Lever,model_3,294
1811-09-18,Henry Lever,model_3,315
1811-09-19,Henry Lever,model_3,331
1811-09-20,Henry Lever,model_3,328
1811-09-21,Henry Lever,model_3,321
1811-09-22,Henry Lever,model_3,318
1811-09-23,Henry Lever,model_3,306
1811-09-24,Henry Lever,model_3,321
1811-09-25,Henry Lever,model_3,348
1811-09-26,Henry Lever,model_3,314
1811-09-27,Henry Lever,model_3,306
1811-09-28,Henry Lever,model_3,320
1811-09-29,Henry Lever,model_3,316
1811-09-30,Henry Lever,model_3,329
1811-10-01,Henry Lever,model_3,326
1811-10-02,Henry Lever,model_3,322
1811-10-03,Henry Lever,model_3,323
1811-10-04,Henry Lever,model_3,338
1811-10-05,Henry Lever,model_3,362
1811-10-06,Henry Lever,model_3,371
1811-10-07,Henry Lever,model_3,372
1811-10-08,Henry Lever,model_3,408
1811-10-09,Henry Lever,model_3,408
1811-10-10,Henry Lever,model_3,407
1811-10-11,Henry Lever,model_3,393
1811-10-12,Henry Lever,model_3,354
1811-10-13,Henry Lever,model_3,361
1811-10-14,Henry Lever,model_3,369
1811-10-15,Henry Lever,model_3,365
1811-10-16,Henry Lever,model_3,375
1811-10-17,Henry Lever,model_3,378
1811-10-18,Henry Lever,model_3,394
1811-10-19,Henry Lever,model_3,396
1811-10-20,Henry Lever,model_3,393
1811-10-21,Henry Lever,model_3,387
1811-10-22,Henry Lever,model_3,367
1811-10-23,Henry Lever,model_3,374
1811-10-24,Henry Lever,model_3,361
1811-10-25,Henry Lever,model_3,379
1811-10-26,Henry Lever,model_3,392
1811-10-27,Henry Lever,model_3,376
1811-10-28,Henry Lever,model_3,368
1811-10-29,Henry Lever,model_3,369
1811-10-30,Henry Lever,model_3,364
1811-10-31,Henry Lever,model_3,374
1811-11-01,Henry Lever,model_3,366
1811-11-02,Henry Lever,model_3,338
1811-11-03,Henry Lever,model_3,349
1811-11-04,Henry Lever,model_3,326
1811-11-05,Henry Lever,model_3,339
1811-11-06,Henry Lever,model_3,374
1811-11-07,Henry Lever,model_3,378
1811-11-08,Henry Lever,model_3,367
1811-11-09,Henry Lever,model_3,366
1811-11-10,Henry Lever,model_3,371
1811-11-11,Henry Lever,model_3,361
1811-11-12,Henry Lever,model_3,345
1811-11-13,Henry Lever,model_3,337
1811-11-14,Henry Lever,model_3,341
1811-11-15,Henry Lever,model_3,347
1811-11-16,Henry Lever,model_3,366
1811-11-17,Henry Lever,model_3,381
1811-11-18,Henry Lever,model_3,350
1811-11-19,Henry Lever,model_3,351
1811-11-20,Henry Lever,model_3,351
1811-11-21,Henry Lever,model_3,359
1811-11-22,Henry Lever,model_3,376
1811-11-23,Henry Lever,model_3,363
1811-11-24,Henry Lever,model_3,384
1811-11-25,Henry Lever,model_3,386
1811-11-26,Henry Lever,model_3,377
1811-11-27,Henry Lever,model_3,367
1811-11-28,Henry Lever,model_3,391
1811-11-29,Henry Lever,model_3,389
1811-11-30,Henry Lever,model_3,373
1811-12-01,Henry Lever,model_3,414
1811-12-02,Henry Lever,model_3,429
1811-12-03,Henry Lever,model_3,442
1811-12-04,Henry Lever,model_3,439
1811-12-05,Henry Lever,model_3,438
1811-12-06,Henry Lever,model_3,433
1811-12-07,Henry Lever,model_3,420
1811-12-08,Henry Lever,model_3,419
1811-12-09,Henry Lever,model_3,412
1811-12-10,Henry Lever,model_3,373
1811-12-11,Henry Lever,model_3,382
1811-12-12,Henry Lever,model_3,383
1811-12-13,Henry Lever,model_3,361
1811-12-14,Henry Lever,model_3,364
1811-12-15,Henry Lever,model_3,358
1811-12-16,Henry Lever,model_3,380
1811-12-17,Henry Lever,model_3,385
1811-12-18,Henry Lever,model_3,388
1811-12-19,Henry Lever,model_3,406
1811-12-20,Henry Lever,model_3,410
1811-12-21,Henry Lever,model_3,382
1811-12-22,Henry Lever,model_3,379
1811-12-23,Henry Lever,model_3,388
1811-12-24,Henry Lever,model_3,406
1811-12-25,Henry Lever,model_3,413
1811-12-26,Henry Lever,model_3,417
1811-12-27,Henry Lever,model_3,414
1811-12-28,Henry Lever,model_3,404
1811-12-29,Henry Lever,model_3,401
1811-12-30,Henry Lever,model_3,368
1811-12-31,Henry Lever,model_3,376
1812-01-01,Henry Lever,model_3,374
1812-01-02,Henry Lever,model_3,385
1812-01-03,Henry Lever,model_3,377
1812-01-04,Henry Lever,model_3,378
1812-01-05,Henry Lever,model_3,355
1812-01-06,Henry Lever,model_3,382
1812-01-07,Henry Lever,model_3,382
1812-01-08,Henry Lever,model_3,392
1812-01-09,Henry Lever,model_3,381
1812-01-10,Henry Lever,model_3,362
1812-01-11,Henry Lever,model_3,367
1812-01-12,Henry Lever,model_3,370
1812-01-13,Henry Lever,model_3,361
1812-01-14,Henry Lever,model_3,359
1812-01-15,Henry Lever,model_3,364
1812-01-16,Henry Lever,model_3,352
1812-01-17,Henry Lever,model_3,357
1812-01-18,Henry Lever,model_3,369
1812-01-19,Henry Lever,model_3,346
1812-01-20,Henry Lever,model_3,355
1812-01-21,Henry Lever,model_3,335
1812-01-22,Henry Lever,model_3,323
1812-01-23,Henry Lever,model_3,354
1812-01-24,Henry Lever,model_3,346
1812-01-25,Henry Lever,model_3,363
1812-01-26,Henry Lever,model_3,366
1812-01-27,Henry Lever,model_3,362
1812-01-28,Henry Lever,model_3,368
1812-01-29,Henry Lever,model_3,408
1812-01-30,Henry Lever,model_3,407
1812-01-31,Henry Lever,model_3,430
1812-02-01,Henry Lever,model_3,453
1812-02-02,Henry Lever,model_3,403
1812-02-03,Henry Lever,model_3,409
1812-02-04,Henry Lever,model_3,399
1812-02-05,Henry Lever,model_3,412
1812-02-06,Henry Lever,model_3,405
1812-02-07,Henry Lever,model_3,413
1812-02-08,Henry Lever,model_3,387
1812-02-09,Henry Lever,model_3,387
1812-02-10,Henry Lever,model_3,403
1812-02-11,Henry Lever,model_3,403
1812-02-12,Henry Lever,model_3,427
1812-02-13,Henry Lever,model_3,417
1812-02-14,Henry Lever,model_3,399
1812-02-15,Henry Lever,model_3,409
1812-02-16,Henry Lever,model_3,399
1812-02-17,Henry Lever,model_3,357
1812-02-18,Henry Lever,model_3,372
1812-02-19,Henry Lever,model_3,384
1812-02-20,Henry Lever,model_3,402
1812-02-21,Henry Lever,model_3,399
1812-02-22,Henry Lever,model_3,415
1812-02-23,Henry Lever,model_3,405
1812-02-24,Henry Lever,model_3,437
1812-02-25,Henry Lever,model_3,419
1812-02-26,Henry Lever,model_3,402
1812-02-27,Henry Lever,model_3,407
1812-02-28,Henry Lever,model_3,422
1812-02-29,Henry Lever,model_3,402
1812-03-01,Henry Lever,model_3,422
1812-03-02,Henry Lever,model_3,420
1812-03-03,Henry Lever,model_3,426
1812-03-04,Henry Lever,model_3,389
1812-03-05,Henry Lever,model_3,380
1812-03-06,Henry Lever,model_3,396
1812-03-07,Henry Lever,model_3,412
1812-03-08,Henry Lever,model_3,410
1812-03-09,Henry Lever,model_3,413
1812-03-10,Henry Lever,model_3,387
1812-03-11,Henry Lever,model_3,369
1812-03-12,Henry Lever,model_3,358
1812-03-13,Henry Lever,model_3,362
1812-03-14,Henry Lever,model_3,359
1812-03-15,Henry Lever,model_3,366
1812-03-16,Henry Lever,model_3,348
1812-03-17,Henry Lever,model_3,356
1812-03-18,Henry Lever,model_3,365
1812-03-19,Henry Lever,model_3,369
1812-03-20,Henry Lever,model_3,364
1812-03-21,Henry Lever,model_3,354
1812-03-22,Henry Lever,model_3,367
1812-03-23,Henry Lever,model_3,370
1812-03-24,Henry Lever,model_3,387
1812-03-25,Henry Lever,model_3,375
1812-03-26,Henry Lever,model_3,371
1812-03-27,Henry Lever,model_3,381
1812-03-28,Henry Lever,model_3,388
1812-03-29,Henry Lever,model_3,392
1812-03-30,Henry Lever,model_3,402
1812-03-31,Henry Lever,model_3,364
1812-04-01,Henry Lever,model_3,341
1812-04-02,Henry Lever,model_3,332
1812-04-03,Henry Lever,model_3,322
1812-04-04,Henry Lever,model_3,325
1812-04-05,Henry Lever,model_3,287
1812-04-06,Henry Lever,model_3,295
1812-04-07,Henry Lever,model_3,302
1812-04-08,Henry Lever,model_3,300
1812-04-09,Henry Lever,model_3,303
1812-04-10,Henry Lever,model_3,278
1812-04-11,Henry Lever,model_3,275
1812-04-12,Henry Lever,model_3,266
1812-04-13,Henry Lever,model_3,242
1812-04-14,Henry Lever,model_3,250
1812-04-15,Henry Lever,model_3,237
1812-04-16,Henry Lever,model_3,240
1812-04-17,Henry Lever,model_3,203
1812-04-18,Henry Lever,model_3,227
1812-04-19,Henry Lever,model_3,228
1812-04-20,Henry Lever,model_3,232
1812-04-21,Henry Lever,model_3,248
1812-04-22,Henry Lever,model_3,281
1812-04-23,Henry Lever,model_3,283
1812-04-24,Henry Lever,model_3,291
1812-04-25,Henry Lever,model_3,277
1812-04-26,Henry Lever,model_3,284
1812-04-27,Henry Lever,model_3,263
1812-04-28,Henry Lever,model_3,226
1812-04-29,Henry Lever,model_3,223
1812-04-30,Henry Lever,model_3,219
1812-05-01,Henry Lever,model_3,237
1812-05-02,Henry Lever,model_3,230
1812-05-03,Henry Lever,model_3,236
1812-05-04,Henry Lever,model_3,228
1812-05-05,Henry Lever,model_3,240
1812-05-06,Henry Lever,model_3,260
1812-05-07,Henry Lever,model_3,274
1812-05-08,Henry Lever,model_3,266
1812-05-09,Henry Lever,model_3,244
1812-05-10,Henry Lever,model_3,247
1812-05-11,Henry Lever,model_3,249
1812-05-12,Henry Lever,model_3,244
1812-05-13,Henry Lever,model_3,244
1812-05-14,Henry Lever,model_3,220
1812-05-15,Henry Lever,model_3,229
1812-05-16,Henry Lever,model_3,227
1812-05-17,Henry Lever,model_3,234
1812-05-18,Henry Lever,model_3,251
1812-05-19,Henry Lever,model_3,232
1812-05-20,Henry Lever,model_3,252
1812-05-21,Henry Lever,model_3,225
1812-05-22,Henry Lever,model_3,202
1812-05-23,Henry Lever,model_3,194
1812-05-24,Henry Lever,model_3,193
1812-05-25,Henry Lever,model_3,191
1812-05-26,Henry Lever,model_3,199
1812-05-27,Henry Lever,model_3,173
1812-05-28,Henry Lever,model_3,196
1812-05-29,Henry Lever,model_3,193
1812-05-30,Henry Lever,model_3,219
1812-05-31,Henry Lever,model_3,234
1812-06-01,Henry Lever,model_3,248
1812-06-02,Henry Lever,model_3,253
1812-06-03,Henry Lever,model_3,251
1812-06-04,Henry Lever,model_3,262
1812-06-05,Henry Lever,model_3,278
1812-06-06,Henry Lever,model_3,282
1812-06-07,Henry Lever,model_3,275
1812-06-08,Henry Lever,model_3,285
1812-06-09,Henry Lever,model_3,276
1812-06-10,Henry Lever,model_3,248
1812-06-11,Henry Lever,model_3,267
1812-06-12,Henry Lever,model_3,260
1812-06-13,Henry Lever,model_3,269
1812-06-14,Henry Lever,model_3,288
1812-06-15,Henry Lever,model_3,270
1812-06-16,Henry Lever,model_3,285
1812-06-17,Henry Lever,model_3,262
1812-06-18,Henry Lever,model_3,269
1812-06-19,Henry Lever,model_3,283
1812-06-20,Henry Lever,model_3,285
1812-06-21,Henry Lever,model_3,301
1812-06-22,Henry Lever,model_3,275
1812-06-23,Henry Lever,model_3,290
1812-06-24,Henry Lever,model_3,285
1812-06-25,Henry Lever,model_3,285
1812-06-26,Henry Lever,model_3,266
1812-06-27,Henry Lever,model_3,270
1812-06-28,Henry Lever,model_3,265
1812-06-29,Henry Lever,model_3,251
1812-06-30,Henry Lever,model_3,243
1812-07-01,Henry Lever,model_3,251
1812-07-02,Henry Lever,model_3,276
1812-07-03,Henry Lever,model_3,280
1812-07-04,Henry Lever,model_3,272
1812-07-05,Henry Lever,model_3,278
1812-07-06,Henry Lever,model_3,265
1812-07-07,Henry Lever,model_3,256
1812-07-08,Henry Lever,model_3,246
1812-07-09,Henry Lever,model_3,246
1812-07-10,Henry Lever,model_3,242
1812-07-11,Henry Lever,model_3,251
1812-07-12,Henry Lever,model_3,241
1812-07-13,Henry Lever,model_3,259
1812-07-14,Henry Lever,model_3,265
1812-07-15,Henry Lever,model_3,285
1812-07-16,Henry Lever,model_3,275
1812-07-17,Henry Lever,model_3,273
1812-07-18,Henry Lever,model_3,267
1812-07-19,Henry Lever,model_3,287
1812-07-20,Henry Lever,model_3,303
1812-07-21,Henry Lever,model_3,280
1812-07-22,Henry Lever,model_3,288
1812-07-23,Henry Lever,model_3,284
1812-07-24,Henry Lever,model_3,298
1812-07-25,Henry Lever,model_3,312
1812-07-26,Henry Lever,model_3,310
1812-07-27,Henry Lever,model_3,322
1812-07-28,Henry Lever,model_3,331
1812-07-29,Henry Lever,model_3,337
1812-07-30,Henry Lever,model_3,336
1812-07-31,Henry Lever,model_3,346
1812-08-01,Henry Lever,model_3,330
1812-08-02,Henry Lever,model_3,316
1812-08-03,Henry Lever,model_3,307
1812-08-04,Henry Lever,model_3,312
1812-08-05,Henry Lever,model_3,301
1812-08-06,Henry Lever,model_3,306
1812-08-07,Henry Lever,model_3,297
1812-08-08,Henry Lever,model_3,300
1812-08-09,Henry Lever,model_3,295
1812-08-10,Henry Lever,model_3,277
1812-08-11,Henry Lever,model_3,269
1812-08-12,Henry Lever,model_3,286
1812-08-13,Henry Lever,model_3,270
1812-08-14,Henry Lever,model_3,285
1812-08-15,Henry Lever,model_3,317
1812-08-16,Henry Lever,model_3,346
1812-08-17,Henry Lever,model_3,356
1812-08-18,Henry Lever,model_3,356
1812-08-19,Henry Lever,model_3,342
1812-08-20,Henry Lever,model_3,354
1812-08-21,Henry Lever,model_3,403
1812-08-22,Henry Lever,model_3,440
1812-08-23,Henry Lever,model_3,444
1812-08-24,Henry Lever,model_3,452
1812-08-25,Henry Lever,model_3,432
1812-08-26,Henry Lever,model_3,415
1812-08-27,Henry Lever,model_3,414
1812-08-28,Henry Lever,model_3,395
1812-08-29,Henry Lever,model_3,399
1812-08-30,Henry Lever,model_3,380
1812-08-31,Henry Lever,model_3,388
1812-09-01,Henry Lever,model_3,406
1812-09-02,Henry Lever,model_3,396
1812-09-03,Henry Lever,model_3,380
1812-09-04,Henry Lever,model_3,372
1812-09-05,Henry Lever,model_3,370
1812-09-06,Henry Lever,model_3,384
1812-09-07,Henry Lever,model_3,380
1812-09-08,Henry Lever,model_3,372
1812-09-09,Henry Lever,model_3,378
1812-09-10,Henry Lever,model_3,375
1812-09-11,Henry Lever,model_3,396
1812-09-12,Henry Lever,model_3,416
1812-09-13,Henry Lever,model_3,419
1812-09-14,Henry Lever,model_3,413
1812-09-15,Henry Lever,model_3,419
1812-09-16,Henry Lever,model_3,396
1812-09-17,Henry Lever,model_3,407
1812-09-18,Henry Lever,model_3,410
1812-09-19,Henry Lever,model_3,423
1812-09-20,Henry Lever,model_3,411
1812-09-21,Henry Lever,model_3,371
1812-09-22,Henry Lever,model_3,370
1812-09-23,Henry Lever,model_3,388
1812-09-24,Henry Lever,model_3,382
1812-09-25,Henry Lever,model_3,392
1812-09-26,Henry Lever,model_3,397
1812-09-27,Henry Lever,model_3,393
1812-09-28,Henry Lever,model_3,385
1812-09-29,Henry Lever,model_3,380
1812-09-30,Henry Lever,model_3,371
1812-10-01,Henry Lever,model_3,357
1812-10-02,Henry Lever,model_3,360
1812-10-03,Henry Lever,model_3,378
1812-10-04,Henry Lever,model_3,371
1812-10-05,Henry Lever,model_3,365
1812-10-06,Henry Lever,model_3,352
1812-10-07,Henry Lever,model_3,315
1812-10-08,Henry Lever,model_3,302
1812-10-09,Henry Lever,model_3,297
1812-10-10,Henry Lever,model_3,300
1812-10-11,Henry Lever,model_3,315
1812-10-12,Henry Lever,model_3,314
1812-10-13,Henry Lever,model_3,320
1812-10-14,Henry Lever,model_3,321
1812-10-15,Henry Lever,model_3,338
1812-10-16,Henry Lever,model_3,347
1812-10-17,Henry Lever,model_3,360
1812-10-18,Henry Lever,model_3,336
1812-10-19,Henry Lever,model_3,335
1812-10-20,Henry Lever,model_3,345
1812-10-21,Henry Lever,model_3,370
1812-10-22,Henry Lever,model_3,409
1812-10-23,Henry Lever,model_3,414
1812-10-24,Henry Lever,model_3,419
1812-10-25,Henry Lever,model_3,414
1812-10-26,Henry Lever,model_3,393
1812-10-27,Henry Lever,model_3,378
1812-10-28,Henry Lever,model_3,381
1812-10-29,Henry Lever,model_3,382
1812-10-30,Henry Lever,model_3,393
1812-10-31,Henry Lever,model_3,348
1812-11-01,Henry Lever,model_3,383
1812-11-02,Henry Lever,model_3,366
1812-11-03,Henry Lever,model_3,336
1812-11-04,Henry Lever,model_3,308
1812-11-05,Henry Lever,model_3,315
1812-11-06,Henry Lever,model_3,323
1812-11-07,Henry Lever,model_3,328
1812-11-08,Henry Lever,model_3,349
1812-11-09,Henry Lever,model_3,383
1812-11-10,Henry Lever,model_3,387
1812-11-11,Henry Lever,model_3,401
1812-11-12,Henry Lever,model_3,402
1812-11-13,Henry Lever,model_3,377
1812-11-14,Henry Lever,model_3,346
1812-11-15,Henry Lever,model_3,349
1812-11-16,Henry Lever,model_3,362
1812-11-17,Henry Lever,model_3,362
1812-11-18,Henry Lever,model_3,340
1812-11-19,Henry Lever,model_3,355
1812-11-20,Henry Lever,model_3,334
1812-11-21,Henry Lever,model_3,328
1812-11-22,Henry Lever,model_3,327
1812-11-23,Henry Lever,model_3,343
1812-11-24,Henry Lever,model_3,323
1812-11-25,Henry Lever,model_3,337
1812-11-26,Henry Lever,model_3,325
1812-11-27,Henry Lever,model_3,339
1812-11-28,Henry Lever,model_3,340
1812-11-29,Henry Lever,model_3,325
1812-11-30,Henry Lever,model_3,324
1812-12-01,Henry Lever,model_3,306
1812-12-02,Henry Lever,model_3,329
1812-12-03,Henry Lever,model_3,331
1812-12-04,Henry Lever,model_3,339
1812-12-05,Henry Lever,model_3,327
1812-12-06,Henry Lever,model_3,333
1812-12-07,Henry Lever,model_3,338
1812-12-08,Henry Lever,model_3,348
1812-12-09,Henry Lever,model_3,348
1812-12-10,Henry Lever,model_3,351
1812-12-11,Henry Lever,model_3,347
1812-12-12,Henry Lever,model_3,327
1812-12-13,Henry Lever,model_3,324
1812-12-14,Henry Lever,model_3,326
1812-12-15,Henry Lever,model_3,298
1812-12-16,Henry Lever,model_3,330
1812-12-17,Henry Lever,model_3,342
1812-12-18,Henry Lever,model_3,359
1812-12-19,Henry Lever,model_3,336
1812-12-20,Henry Lever,model_3,337
1812-12-21,Henry Lever,model_3,315
1812-12-22,Henry Lever,model_3,310
1812-12-23,Henry Lever,model_3,309
1812-12-24,Henry Lever,model_3,322
1812-12-25,Henry Lever,model_3,329
1812-12-26,Henry Lever,model_3,312
1812-12-27,Henry Lever,model_3,300
1812-12-28,Henry Lever,model_3,309
1812-12-29,Henry Lever,model_3,296
1812-12-30,Henry Lever,model_3,314
1812-12-31,Henry Lever,model_3,333
1813-01-01,Henry Lever,model_3,347
1813-01-02,Henry Lever,model_3,332
1813-01-03,Henry Lever,model_3,346
1813-01-04,Henry Lever,model_3,348
1813-01-05,Henry Lever,model_3,331
1813-01-06,Henry Lever,model_3,316
1813-01-07,Henry Lever,model_3,300
1813-01-08,Henry Lever,model_3,286
1813-01-09,Henry Lever,model_3,281
1813-01-10,Henry Lever,model_3,257
1813-01-11,Henry Lever,model_3,276
1813-01-12,Henry Lever,model_3,270
1813-01-13,Henry Lever,model_3,271
1813-01-14,Henry Lever,model_3,270
1813-01-15,Henry Lever,model_3,278
1813-01-16,Henry Lever,model_3,267
1813-01-17,Henry Lever,model_3,270
1813-01-18,Henry Lever,model_3,296
1813-01-19,Henry Lever,model_3,292
1813-01-20,Henry Lever,model_3,305
1813-01-21,Henry Lever,model_3,310
1813-01-22,Henry Lever,model_3,343
1813-01-23,Henry Lever,model_3,322
1813-01-24,Henry Lever,model_3,327
1813-01-25,Henry Lever,model_3,315
1813-01-26,Henry Lever,model_3,334
1813-01-27,Henry Lever,model_3,314
1813-01-28,Henry Lever,model_3,326
1813-01-29,Henry Lever,model_3,322
1813-01-30,Henry Lever,model_3,307
1813-01-31,Henry Lever,model_3,305
1813-02-01,Henry Lever,model_3,300
1813-02-02,Henry Lever,model_3,297
1813-02-03,Henry Lever,model_3,295
1813-02-04,Henry Lever,model_3,318
1813-02-05,Henry Lever,model_3,314
1813-02-06,Henry Lever,model_3,302
1813-02-07,Henry Lever,model_3,298
1813-02-08,Henry Lever,model_3,305
1813-02-09,Henry Lever,model_3,304
1813-02-10,Henry Lever,model_3,314
1813-02-11,Henry Lever,model_3,331
1813-02-12,Henry Lever,model_3,324
1813-02-13,Henry Lever,model_3,351
1813-02-14,Henry Lever,model_3,348
1813-02-15,Henry Lever,model_3,323
1813-02-16,Henry Lever,model_3,303
1813-02-17,Henry Lever,model_3,313
1813-02-18,Henry Lever,model_3,297
1813-02-19,Henry Lever,model_3,277
1813-02-20,Henry Lever,model_3,268
1813-02-21,Henry Lever,model_3,266
1813-02-22,Henry Lever,model_3,266
1813-02-23,Henry Lever,model_3,266
1813-02-24,Henry Lever,model_3,257
1813-02-25,Henry Lever,model_3,222
1813-02-26,Henry Lever,model_3,233
1813-02-27,Henry Lever,model_3,213
1813-02-28,Henry Lever,model_3,229
1813-03-01,Henry Lever,model_3,235
1813-03-02,Henry Lever,model_3,238
1813-03-03,Henry Lever,model_3,267
1813-03-04,Henry Lever,model_3,243
1813-03-05,Henry Lever,model_3,225
1813-03-06,Henry Lever,model_3,238
1813-03-07,Henry Lever,model_3,256
1813-03-08,Henry Lever,model_3,271
1813-03-09,Henry Lever,model_3,298
1813-03-10,Henry Lever,model_3,279
1813-03-11,Henry Lever,model_3,295
1813-03-12,Henry Lever,model_3,287
1813-03-13,Henry Lever,model_3,293
1813-03-14,Henry Lever,model_3,264
1813-03-15,Henry Lever,model_3,244
1813-03-16,Henry Lever,model_3,249
1813-03-17,Henry Lever,model_3,255
1813-03-18,Henry Lever,model_3,261
1813-03-19,Henry Lever,model_3,258
1813-03-20,Henry Lever,model_3,226
1813-03-21,Henry Lever,model_3,233
1813-03-22,Henry Lever,model_3,246
1813-03-23,Henry Lever,model_3,243
1813-03-24,Henry Lever,model_3,257
1813-03-25,Henry Lever,model_3,243
1813-03-26,Henry Lever,model_3,263
1813-03-27,Henry Lever,model_3,251
1813-03-28,Henry Lever,model_3,252
1813-03-29,Henry Lever,model_3,278
1813-03-30,Henry Lever,model_3,290
1813-03-31,Henry Lever,model_3,308
1813-04-01,Henry Lever,model_3,320
1813-04-02,Henry Lever,model_3,322
1813-04-03,Henry Lever,model_3,334
1813-04-04,Henry Lever,model_3,337
1813-04-05,Henry Lever,model_3,328
1813-04-06,Henry Lever,model_3,332
1813-04-07,Henry Lever,model_3,317
1813-04-08,Henry Lever,model_3,325
1813-04-09,Henry Lever,model_3,339
1813-04-10,Henry Lever,model_3,347
1813-04-11,Henry Lever,model_3,329
1813-04-12,Henry Lever,model_3,301
1813-04-13,Henry Lever,model_3,308
1813-04-14,Henry Lever,model_3,328
1813-04-15,Henry Lever,model_3,350
1813-04-16,Henry Lever,model_3,324
1813-04-17,Henry Lever,model_3,349
1813-04-18,Henry Lever,model_3,332
1813-04-19,Henry Lever,model_3,359
1813-04-20,Henry Lever,model_3,369
1813-04-21,Henry Lever,model_3,351
1813-04-22,Henry Lever,model_3,362
1813-04-23,Henry Lever,model_3,370
1813-04-24,Henry Lever,model_3,364
1813-04-25,Henry Lever,model_3,369
1813-04-26,Henry Lever,model_3,363
1813-04-27,Henry Lever,model_3,391
1813-04-28,Henry Lever,model_3,395
1813-04-29,Henry Lever,model_3,372
1813-04-30,Henry Lever,model_3,379
1813-05-01,Henry Lever,model_3,354
1813-05-02,Henry Lever,model_3,337
1813-05-03,Henry Lever,model_3,362
1813-05-04,Henry Lever,model_3,362
1813-05-05,Henry Lever,model_3,355
1813-05-06,Henry Lever,model_3,354
1813-05-07,Henry Lever,model_3,342
1813-05-08,Henry Lever,model_3,357
1813-05-09,Henry Lever,model_3,364
1813-05-10,Henry Lever,model_3,356
1813-05-11,Henry Lever,model_3,360
1813-05-12,Henry Lever,model_3,362
1813-05-13,Henry Lever,model_3,371
1813-05-14,Henry Lever,model_3,383
1813-05-15,Henry Lever,model_3,378
1813-05-16,Henry Lever,model_3,387
1813-05-17,Henry Lever,model_3,373
1813-05-18,Henry Lever,model_3,386
1813-05-19,Henry Lever,model_3,424
1813-05-20,Henry Lever,model_3,419
1813-05-21,Henry Lever,model_3,435
1813-05-22,Henry Lever,model_3,438
1813-05-23,Henry Lever,model_3,413
1813-05-24,Henry Lever,model_3,435
1813-05-25,Henry Lever,model_3,423
1813-05-26,Henry Lever,model_3,420
1813-05-27,Henry Lever,model_3,421
1813-05-28,Henry Lever,model_3,419
1813-05-29,Henry Lever,model_3,432
1813-05-30,Henry Lever,model_3,423
1813-05-31,Henry Lever,model_3,390
1813-06-01,Henry Lever,model_3,385
1813-06-02,Henry Lever,model_3,359
1813-06-03,Henry Lever,model_3,373
1813-06-04,Henry Lever,model_3,386
1813-06-05,Henry Lever,model_3,383
1813-06-06,Henry Lever,model_3,363
1813-06-07,Henry Lever,model_3,388
1813-06-08,Henry Lever,model_3,396
1813-06-09,Henry Lever,model_3,414
1813-06-10,Henry Lever,model_3,429
1813-06-11,Henry Lever,model_3,436
1813-06-12,Henry Lever,model_3,439
1813-06-13,Henry Lever,model_3,428
1813-06-14,Henry Lever,model_3,441
1813-06-15,Henry Lever,model_3,463
1813-06-16,Henry Lever,model_3,458
1813-06-17,Henry Lever,model_3,439
1813-06-18,Henry Lever,model_3,417
1813-06-19,Henry Lever,model_3,420
1813-06-20,Henry Lever,model_3,416
1813-06-21,Henry Lever,model_3,424
1813-06-22,Henry Lever,model_3,415
1813-06-23,Henry Lever,model_3,410
1813-06-24,Henry Lever,model_3,440
1813-06-25,Henry Lever,model_3,442
1813-06-26,Henry Lever,model_3,454
1813-06-27,Henry Lever,model_3,463
1813-06-28,Henry Lever,model_3,453
1813-06-29,Henry Lever,model_3,452
1813-06-30,Henry Lever,model_3,439
1813-07-01,Henry Lever,model_3,432
1813-07-02,Henry Lever,model_3,438
1813-07-03,Henry Lever,model_3,450
1813-07-04,Henry Lever,model_3,457
1813-07-05,Henry Lever,model_3,465
1813-07-06,Henry Lever,model_3,469
1813-07-07,Henry Lever,model_3,485
1813-07-08,Henry Lever,model_3,501
1813-07-09,Henry Lever,model_3,518
1813-07-10,Henry Lever,model_3,506
1813-07-11,Henry Lever,model_3,488
1813-07-12,Henry Lever,model_3,515
1813-07-13,Henry Lever,model_3,523
1813-07-14,Henry Lever,model_3,526
1813-07-15,Henry Lever,model_3,526
1813-07-16,Henry Lever,model_3,517
1813-07-17,Henry Lever,model_3,532
1813-07-18,Henry Lever,model_3,537
1813-07-19,Henry Lever,model_3,524
1813-07-20,Henry Lever,model_3,534
1813-07-21,Henry Lever,model_3,528
1813-07-22,Henry Lever,model_3,509
1813-07-23,Henry Lever,model_3,486
